ticker,interval_minutes,aligned_bar_utc,article_count,weighted_article_count,avg_word_count,unique_sites
AAPL,5,2018-11-30T14:15:00+00:00,1,0.997919,918.00,1
AAPL,5,2018-11-30T14:30:00+00:00,1,0.997226,256.00,1
AAPL,5,2018-11-30T14:50:00+00:00,1,0.999306,1564.00,1
AAPL,5,2018-11-30T14:55:00+00:00,3,2.993757,1254.67,3
AAPL,5,2018-11-30T15:00:00+00:00,1,0.999306,792.00,1
AAPL,5,2018-11-30T15:15:00+00:00,1,0.999306,1938.00,1
AAPL,5,2018-11-30T15:20:00+00:00,1,0.997919,130.00,1
AAPL,5,2018-11-30T15:25:00+00:00,2,2.000000,1048.00,1
AAPL,5,2018-11-30T15:55:00+00:00,1,0.999306,7035.00,1
AAPL,5,2018-11-30T16:00:00+00:00,1,1.000000,56.00,1
AAPL,5,2018-11-30T16:05:00+00:00,1,0.997919,1227.00,1
AAPL,5,2018-11-30T16:15:00+00:00,2,1.998612,953.50,1
AAPL,5,2018-11-30T16:25:00+00:00,3,2.997917,674.67,3
AAPL,5,2018-11-30T16:30:00+00:00,1,1.000000,3166.00,1
AAPL,5,2018-11-30T16:45:00+00:00,1,0.997226,131.00,1
AAPL,5,2018-11-30T17:00:00+00:00,1,1.000000,55.00,1
AAPL,5,2018-11-30T17:20:00+00:00,2,1.995145,1751.00,2
AAPL,5,2018-11-30T17:25:00+00:00,4,3.996530,1099.75,3
AAPL,5,2018-11-30T17:30:00+00:00,1,0.999306,134.00,1
AAPL,5,2018-11-30T18:00:00+00:00,1,0.997919,201.00,1
AAPL,5,2018-11-30T18:20:00+00:00,5,4.997224,752.00,4
AAPL,5,2018-11-30T18:25:00+00:00,1,1.000000,253.00,1
AAPL,5,2018-11-30T18:30:00+00:00,2,1.998612,980.00,1
AAPL,5,2018-11-30T18:55:00+00:00,1,0.997919,878.00,1
AAPL,5,2018-11-30T19:05:00+00:00,1,0.999306,210.00,1
AAPL,5,2018-11-30T19:35:00+00:00,2,1.996532,523.50,2
AAPL,5,2018-11-30T19:50:00+00:00,1,0.997226,505.00,1
AAPL,5,2018-11-30T20:00:00+00:00,4,3.990983,388.00,3
AAPL,5,2018-11-30T20:10:00+00:00,2,1.995838,683.00,2
AAPL,5,2018-11-30T20:35:00+00:00,1,0.997226,87.00,1
AAPL,5,2018-11-30T20:55:00+00:00,2,1.994452,289.00,2
AAPL,5,2018-12-03T13:30:00+00:00,305,116.238899,768.69,96
AAPL,5,2018-12-03T13:40:00+00:00,1,0.999306,806.00,1
AAPL,5,2018-12-03T13:45:00+00:00,1,1.000000,975.00,1
AAPL,5,2018-12-03T13:55:00+00:00,1,0.997919,190.00,1
AAPL,5,2018-12-03T14:00:00+00:00,1,0.997226,262.00,1
AAPL,5,2018-12-03T14:05:00+00:00,3,2.995836,196.00,3
AAPL,5,2018-12-03T14:20:00+00:00,2,1.995838,789.50,1
AAPL,5,2018-12-03T14:25:00+00:00,2,1.998612,687.00,1
AAPL,5,2018-12-03T14:35:00+00:00,1,0.997919,44.00,1
AAPL,5,2018-12-03T14:40:00+00:00,3,2.993064,609.33,3
AAPL,5,2018-12-03T14:45:00+00:00,2,1.997224,731.50,1
AAPL,5,2018-12-03T14:50:00+00:00,1,0.998612,66.00,1
AAPL,5,2018-12-03T15:00:00+00:00,1,0.999306,186.00,1
AAPL,5,2018-12-03T15:05:00+00:00,1,0.999306,41.00,1
AAPL,5,2018-12-03T15:10:00+00:00,2,1.995145,273.50,2
AAPL,5,2018-12-03T15:20:00+00:00,1,0.997919,713.00,1
AAPL,5,2018-12-03T15:25:00+00:00,1,0.999306,1026.00,1
AAPL,5,2018-12-03T15:30:00+00:00,2,1.997918,637.00,2
AAPL,5,2018-12-03T15:40:00+00:00,3,2.996531,517.33,3
AAPL,5,2018-12-03T15:45:00+00:00,3,2.995143,477.00,3
AAPL,5,2018-12-03T15:50:00+00:00,2,2.000000,700.50,1
AAPL,5,2018-12-03T15:55:00+00:00,2,1.995838,2773.00,1
AAPL,5,2018-12-03T16:05:00+00:00,1,0.998612,45.00,1
AAPL,5,2018-12-03T16:15:00+00:00,1,1.000000,699.00,1
AAPL,5,2018-12-03T16:20:00+00:00,1,0.998612,946.00,1
AAPL,5,2018-12-03T16:25:00+00:00,1,0.997919,135.00,1
AAPL,5,2018-12-03T16:30:00+00:00,1,0.998612,920.00,1
AAPL,5,2018-12-03T16:35:00+00:00,1,0.997226,38.00,1
AAPL,5,2018-12-03T17:05:00+00:00,2,1.994452,825.00,1
AAPL,5,2018-12-03T17:15:00+00:00,1,0.999306,51.00,1
AAPL,5,2018-12-03T17:45:00+00:00,1,1.000000,970.00,1
AAPL,5,2018-12-03T18:00:00+00:00,2,2.000000,418.00,2
AAPL,5,2018-12-03T18:05:00+00:00,1,0.997226,835.00,1
AAPL,5,2018-12-03T18:15:00+00:00,2,1.997226,1810.50,2
AAPL,5,2018-12-03T18:30:00+00:00,2,1.997224,804.00,2
AAPL,5,2018-12-03T18:35:00+00:00,1,1.000000,1166.00,1
AAPL,5,2018-12-03T18:55:00+00:00,2,1.998612,517.00,1
AAPL,5,2018-12-03T19:00:00+00:00,2,1.997224,180.50,1
AAPL,5,2018-12-03T19:05:00+00:00,2,1.997919,569.50,2
AAPL,5,2018-12-03T19:15:00+00:00,2,1.997918,236.00,2
AAPL,5,2018-12-03T19:40:00+00:00,1,0.998612,943.00,1
AAPL,5,2018-12-03T19:45:00+00:00,2,1.997224,341.00,1
AAPL,5,2018-12-03T19:50:00+00:00,2,1.997224,208.00,2
AAPL,5,2018-12-03T20:05:00+00:00,2,1.997224,525.00,2
AAPL,5,2018-12-03T20:20:00+00:00,1,1.000000,371.00,1
AAPL,5,2018-12-03T20:25:00+00:00,2,1.998612,1672.50,2
AAPL,5,2018-12-03T20:30:00+00:00,1,0.999306,8.00,1
AAPL,5,2018-12-03T20:35:00+00:00,1,0.997226,868.00,1
AAPL,5,2018-12-03T20:45:00+00:00,2,1.995145,832.50,2
AAPL,5,2018-12-03T20:55:00+00:00,1,0.997919,671.00,1
AAPL,5,2018-12-03T21:05:00+00:00,2,1.994452,521.00,2
AAPL,5,2018-12-03T21:20:00+00:00,2,1.997226,358.00,2
AAPL,5,2018-12-03T21:30:00+00:00,2,1.997918,642.00,2
AAPL,5,2018-12-03T21:35:00+00:00,1,0.997919,902.00,1
AAPL,5,2018-12-03T21:40:00+00:00,2,1.996532,664.00,2
AAPL,5,2018-12-03T21:45:00+00:00,2,1.998612,444.50,2
AAPL,5,2018-12-03T21:55:00+00:00,1,0.997226,1284.00,1
AAPL,5,2018-12-04T13:30:00+00:00,199,131.183331,775.09,60
AAPL,5,2018-12-04T13:40:00+00:00,1,0.997919,392.00,1
AAPL,5,2018-12-04T13:45:00+00:00,2,1.997225,735.50,2
AAPL,5,2018-12-04T13:50:00+00:00,1,0.997919,1953.00,1
AAPL,5,2018-12-04T14:00:00+00:00,2,1.998612,208.00,2
AAPL,5,2018-12-04T14:05:00+00:00,6,5.991678,776.50,6
AAPL,5,2018-12-04T14:15:00+00:00,1,0.998612,403.00,1
AAPL,5,2018-12-04T14:20:00+00:00,1,0.999306,438.00,1
AAPL,5,2018-12-04T14:25:00+00:00,2,1.997918,271.50,2
AAPL,5,2018-12-04T14:30:00+00:00,2,1.996532,560.50,2
AAPL,5,2018-12-04T14:35:00+00:00,3,2.996530,1035.67,2
AAPL,5,2018-12-04T14:40:00+00:00,3,2.994452,270.00,2
AAPL,5,2018-12-04T14:50:00+00:00,1,1.000000,45.00,1
AAPL,5,2018-12-04T14:55:00+00:00,1,0.997919,800.00,1
AAPL,5,2018-12-04T15:00:00+00:00,2,1.997919,469.50,2
AAPL,5,2018-12-04T15:05:00+00:00,1,0.999306,1344.00,1
AAPL,5,2018-12-04T15:15:00+00:00,2,1.998612,556.50,2
AAPL,5,2018-12-04T15:20:00+00:00,3,2.999306,144.67,3
AAPL,5,2018-12-04T15:30:00+00:00,1,0.999306,409.00,1
AAPL,5,2018-12-04T15:35:00+00:00,2,1.997224,204.00,1
AAPL,5,2018-12-04T15:45:00+00:00,1,1.000000,76.00,1
AAPL,5,2018-12-04T15:50:00+00:00,1,0.999306,400.00,1
AAPL,5,2018-12-04T16:05:00+00:00,1,1.000000,552.00,1
AAPL,5,2018-12-04T16:15:00+00:00,3,2.997224,1044.00,2
AAPL,5,2018-12-04T16:20:00+00:00,1,0.997226,1079.00,1
AAPL,5,2018-12-04T16:30:00+00:00,2,1.999306,412.50,2
AAPL,5,2018-12-04T16:35:00+00:00,2,1.997226,371.50,2
AAPL,5,2018-12-04T16:40:00+00:00,1,1.000000,373.00,1
AAPL,5,2018-12-04T16:45:00+00:00,1,0.997919,388.00,1
AAPL,5,2018-12-04T16:50:00+00:00,1,0.997919,208.00,1
AAPL,5,2018-12-04T17:00:00+00:00,1,0.998612,175.00,1
AAPL,5,2018-12-04T17:05:00+00:00,2,1.995838,837.00,2
AAPL,5,2018-12-04T17:10:00+00:00,2,1.996532,105.00,2
AAPL,5,2018-12-04T17:15:00+00:00,2,1.997918,70.00,2
AAPL,5,2018-12-04T17:20:00+00:00,1,0.998612,823.00,1
AAPL,5,2018-12-04T17:30:00+00:00,1,0.997226,261.00,1
AAPL,5,2018-12-04T17:35:00+00:00,5,4.997223,576.20,3
AAPL,5,2018-12-04T17:40:00+00:00,2,1.995838,214.50,2
AAPL,5,2018-12-04T17:45:00+00:00,2,1.996531,470.50,2
AAPL,5,2018-12-04T17:50:00+00:00,1,0.999306,78.00,1
AAPL,5,2018-12-04T17:55:00+00:00,1,0.997226,1759.00,1
AAPL,5,2018-12-04T18:00:00+00:00,3,2.997226,1850.33,3
AAPL,5,2018-12-04T18:05:00+00:00,2,1.997226,535.00,2
AAPL,5,2018-12-04T18:10:00+00:00,4,3.990290,3465.50,2
AAPL,5,2018-12-04T18:15:00+00:00,1,0.997919,783.00,1
AAPL,5,2018-12-04T18:25:00+00:00,3,2.991678,913.67,3
AAPL,5,2018-12-04T18:30:00+00:00,5,4.990290,786.80,5
AAPL,5,2018-12-04T18:45:00+00:00,1,0.997919,387.00,1
AAPL,5,2018-12-04T18:50:00+00:00,3,2.999306,1013.00,2
AAPL,5,2018-12-04T19:00:00+00:00,3,2.995838,982.00,2
AAPL,5,2018-12-04T19:05:00+00:00,2,1.996532,627.00,2
AAPL,5,2018-12-04T19:10:00+00:00,1,0.998612,867.00,1
AAPL,5,2018-12-04T19:15:00+00:00,2,1.995838,810.00,1
AAPL,5,2018-12-04T19:25:00+00:00,3,2.993064,1576.00,2
AAPL,5,2018-12-04T19:30:00+00:00,1,1.000000,671.00,1
AAPL,5,2018-12-04T19:35:00+00:00,2,1.996531,698.00,2
AAPL,5,2018-12-04T19:40:00+00:00,1,0.999306,463.00,1
AAPL,5,2018-12-04T19:45:00+00:00,2,1.995838,346.00,1
AAPL,5,2018-12-04T19:55:00+00:00,1,0.997919,608.00,1
AAPL,5,2018-12-04T20:00:00+00:00,2,1.996532,616.00,2
AAPL,5,2018-12-04T20:05:00+00:00,2,1.994452,736.50,2
AAPL,5,2018-12-04T20:15:00+00:00,1,0.998612,403.00,1
AAPL,5,2018-12-04T20:20:00+00:00,1,1.000000,1038.00,1
AAPL,5,2018-12-04T20:25:00+00:00,3,2.993064,486.67,3
AAPL,5,2018-12-04T20:30:00+00:00,1,0.997919,564.00,1
AAPL,5,2018-12-04T20:35:00+00:00,1,1.000000,2117.00,1
AAPL,5,2018-12-04T20:40:00+00:00,1,0.997919,612.00,1
AAPL,5,2018-12-04T20:45:00+00:00,2,1.995838,260.00,2
AAPL,5,2018-12-04T20:50:00+00:00,1,0.999306,415.00,1
AAPL,5,2018-12-04T21:00:00+00:00,2,1.996531,456.50,2
AAPL,5,2018-12-04T21:10:00+00:00,1,0.999306,73.00,1
AAPL,5,2018-12-04T21:15:00+00:00,1,0.997226,628.00,1
AAPL,5,2018-12-04T21:20:00+00:00,3,2.997919,725.67,3
AAPL,5,2018-12-04T21:25:00+00:00,1,0.997919,64.00,1
AAPL,5,2018-12-04T21:30:00+00:00,2,1.996532,642.50,2
AAPL,5,2018-12-04T21:35:00+00:00,2,1.996531,710.50,2
AAPL,5,2018-12-04T21:40:00+00:00,1,1.000000,895.00,1
AAPL,5,2018-12-04T21:55:00+00:00,3,2.996532,678.33,3
AAPL,5,2018-12-06T13:30:00+00:00,400,183.178578,726.65,111
AAPL,5,2018-12-06T13:40:00+00:00,1,0.998612,994.00,1
AAPL,5,2018-12-06T13:45:00+00:00,1,0.997226,68.00,1
AAPL,5,2018-12-06T14:10:00+00:00,1,1.000000,471.00,1
AAPL,5,2018-12-06T14:15:00+00:00,2,2.000000,289.50,2
AAPL,5,2018-12-06T14:20:00+00:00,1,0.998612,295.00,1
AAPL,5,2018-12-06T14:25:00+00:00,3,2.995836,828.67,2
AAPL,5,2018-12-06T14:30:00+00:00,1,0.998612,532.00,1
AAPL,5,2018-12-06T14:35:00+00:00,1,0.997919,1038.00,1
AAPL,5,2018-12-06T14:40:00+00:00,1,1.000000,1140.00,1
AAPL,5,2018-12-06T14:50:00+00:00,2,1.994452,1016.50,1
AAPL,5,2018-12-06T14:55:00+00:00,1,0.997919,529.00,1
AAPL,5,2018-12-06T15:00:00+00:00,3,2.999306,175.33,3
AAPL,5,2018-12-06T15:05:00+00:00,2,2.000000,276.00,2
AAPL,5,2018-12-06T15:10:00+00:00,3,2.993757,174.33,1
AAPL,5,2018-12-06T15:15:00+00:00,2,1.996531,599.50,2
AAPL,5,2018-12-06T15:20:00+00:00,1,1.000000,413.00,1
AAPL,5,2018-12-06T15:25:00+00:00,2,1.998612,358.50,2
AAPL,5,2018-12-06T15:40:00+00:00,1,1.000000,1150.00,1
AAPL,5,2018-12-06T15:45:00+00:00,3,2.995838,363.33,2
AAPL,5,2018-12-06T15:50:00+00:00,2,1.995145,2209.00,2
AAPL,5,2018-12-06T15:55:00+00:00,1,0.997226,783.00,1
AAPL,5,2018-12-06T16:00:00+00:00,2,1.995838,899.00,2
AAPL,5,2018-12-06T16:05:00+00:00,1,0.998612,1026.00,1
AAPL,5,2018-12-06T16:10:00+00:00,2,1.995838,594.50,2
AAPL,5,2018-12-06T16:15:00+00:00,1,0.999306,55.00,1
AAPL,5,2018-12-06T16:20:00+00:00,1,1.000000,53.00,1
AAPL,5,2018-12-06T16:30:00+00:00,2,1.998612,154.00,1
AAPL,5,2018-12-06T16:35:00+00:00,1,0.997919,1381.00,1
AAPL,5,2018-12-06T16:45:00+00:00,1,1.000000,570.00,1
AAPL,5,2018-12-06T16:55:00+00:00,1,0.998612,1087.00,1
AAPL,5,2018-12-06T17:00:00+00:00,1,1.000000,56.00,1
AAPL,5,2018-12-06T17:05:00+00:00,1,0.997919,254.00,1
AAPL,5,2018-12-06T17:10:00+00:00,2,1.996532,1022.50,2
AAPL,5,2018-12-06T17:15:00+00:00,1,0.999306,295.00,1
AAPL,5,2018-12-06T17:20:00+00:00,2,1.995145,546.50,2
AAPL,5,2018-12-06T17:25:00+00:00,1,0.997226,66.00,1
AAPL,5,2018-12-06T17:30:00+00:00,1,0.999306,140.00,1
AAPL,5,2018-12-06T17:45:00+00:00,3,2.995838,578.00,2
AAPL,5,2018-12-06T18:00:00+00:00,1,0.999306,1165.00,1
AAPL,5,2018-12-06T18:10:00+00:00,3,2.997226,1077.00,2
AAPL,5,2018-12-06T18:15:00+00:00,1,0.997226,743.00,1
AAPL,5,2018-12-06T18:20:00+00:00,1,0.998612,533.00,1
AAPL,5,2018-12-06T18:35:00+00:00,3,2.995838,906.00,2
AAPL,5,2018-12-06T18:50:00+00:00,1,0.998612,2797.00,1
AAPL,5,2018-12-06T18:55:00+00:00,1,0.999306,607.00,1
AAPL,5,2018-12-06T19:00:00+00:00,1,1.000000,309.00,1
AAPL,5,2018-12-06T19:15:00+00:00,2,2.000000,324.00,2
AAPL,5,2018-12-06T19:20:00+00:00,3,2.993758,564.33,3
AAPL,5,2018-12-06T19:35:00+00:00,3,2.995838,266.33,2
AAPL,5,2018-12-06T19:50:00+00:00,1,1.000000,480.00,1
AAPL,5,2018-12-06T20:10:00+00:00,1,0.997919,683.00,1
AAPL,5,2018-12-06T20:15:00+00:00,2,1.999306,546.00,2
AAPL,5,2018-12-06T20:20:00+00:00,1,0.998612,295.00,1
AAPL,5,2018-12-06T20:30:00+00:00,1,1.000000,455.00,1
AAPL,5,2018-12-06T20:35:00+00:00,1,0.997226,90.00,1
AAPL,5,2018-12-06T20:40:00+00:00,1,0.999306,513.00,1
AAPL,5,2018-12-06T20:45:00+00:00,1,0.999306,148.00,1
AAPL,5,2018-12-06T20:50:00+00:00,1,0.997226,2979.00,1
AAPL,5,2018-12-06T21:10:00+00:00,2,1.994452,579.00,2
AAPL,5,2018-12-06T21:20:00+00:00,1,0.998612,56.00,1
AAPL,5,2018-12-06T21:25:00+00:00,3,2.997224,624.00,3
AAPL,5,2018-12-06T21:30:00+00:00,1,0.999306,148.00,1
AAPL,5,2018-12-06T21:35:00+00:00,1,0.999306,596.00,1
AAPL,5,2018-12-06T21:45:00+00:00,2,1.997919,112.50,2
AAPL,5,2018-12-07T13:30:00+00:00,150,97.638103,729.73,56
AAPL,5,2018-12-07T13:50:00+00:00,1,0.999306,396.00,1
AAPL,5,2018-12-07T13:55:00+00:00,1,1.000000,718.00,1
AAPL,5,2018-12-07T14:05:00+00:00,2,1.995145,69.50,2
AAPL,5,2018-12-07T14:10:00+00:00,3,2.994450,553.33,3
AAPL,5,2018-12-07T14:35:00+00:00,1,0.998612,794.00,1
AAPL,5,2018-12-07T14:55:00+00:00,1,0.997226,696.00,1
AAPL,5,2018-12-07T15:05:00+00:00,1,0.998612,174.00,1
AAPL,5,2018-12-07T15:20:00+00:00,2,1.997226,931.50,2
AAPL,5,2018-12-07T15:25:00+00:00,1,0.997226,695.00,1
AAPL,5,2018-12-07T15:35:00+00:00,2,1.998612,713.50,2
AAPL,5,2018-12-07T15:45:00+00:00,1,0.999306,513.00,1
AAPL,5,2018-12-07T15:50:00+00:00,2,1.995838,188.00,1
AAPL,5,2018-12-07T16:00:00+00:00,3,2.998612,906.33,3
AAPL,5,2018-12-07T16:05:00+00:00,1,0.999306,781.00,1
AAPL,5,2018-12-07T16:10:00+00:00,1,1.000000,45.00,1
AAPL,5,2018-12-07T16:15:00+00:00,1,0.998612,36.00,1
AAPL,5,2018-12-07T16:35:00+00:00,1,0.997919,38.00,1
AAPL,5,2018-12-07T16:45:00+00:00,1,1.000000,1167.00,1
AAPL,5,2018-12-07T17:05:00+00:00,1,1.000000,746.00,1
AAPL,5,2018-12-07T17:10:00+00:00,1,0.997226,39.00,1
AAPL,5,2018-12-07T17:20:00+00:00,1,0.997919,59.00,1
AAPL,5,2018-12-07T17:35:00+00:00,1,1.000000,600.00,1
AAPL,5,2018-12-07T17:40:00+00:00,1,0.997226,628.00,1
AAPL,5,2018-12-07T17:50:00+00:00,1,0.997226,1028.00,1
AAPL,5,2018-12-07T17:55:00+00:00,2,1.995145,735.00,2
AAPL,5,2018-12-07T18:00:00+00:00,4,3.990290,452.50,3
AAPL,5,2018-12-07T18:10:00+00:00,3,2.992371,886.67,2
AAPL,5,2018-12-07T18:20:00+00:00,1,0.998612,533.00,1
AAPL,5,2018-12-07T18:25:00+00:00,2,1.997919,1520.50,2
AAPL,5,2018-12-07T18:30:00+00:00,1,0.997226,113.00,1
AAPL,5,2018-12-07T18:35:00+00:00,1,0.998612,1228.00,1
AAPL,5,2018-12-07T18:45:00+00:00,2,1.995838,502.00,2
AAPL,5,2018-12-07T18:55:00+00:00,1,1.000000,91.00,1
AAPL,5,2018-12-07T19:00:00+00:00,1,0.997919,298.00,1
AAPL,5,2018-12-07T19:05:00+00:00,1,0.997919,247.00,1
AAPL,5,2018-12-07T19:20:00+00:00,2,1.998612,732.50,2
AAPL,5,2018-12-07T19:35:00+00:00,1,0.999306,769.00,1
AAPL,5,2018-12-07T19:45:00+00:00,2,1.997226,540.00,2
AAPL,5,2018-12-07T19:55:00+00:00,1,0.997919,625.00,1
AAPL,5,2018-12-07T20:15:00+00:00,5,4.994450,561.00,4
AAPL,5,2018-12-07T20:50:00+00:00,1,0.997919,182.00,1
AAPL,5,2018-12-07T20:55:00+00:00,3,2.997224,1061.67,3
AAPL,5,2018-12-10T13:30:00+00:00,424,181.903782,856.82,135
AAPL,5,2018-12-10T13:40:00+00:00,1,1.000000,56.00,1
AAPL,5,2018-12-10T13:45:00+00:00,3,2.997917,1126.67,2
AAPL,5,2018-12-10T13:50:00+00:00,1,0.999306,720.00,1
AAPL,5,2018-12-10T14:00:00+00:00,2,1.997225,196.50,2
AAPL,5,2018-12-10T14:05:00+00:00,1,1.000000,151.00,1
AAPL,5,2018-12-10T14:10:00+00:00,2,1.997919,687.00,2
AAPL,5,2018-12-10T14:15:00+00:00,3,2.995838,604.00,3
AAPL,5,2018-12-10T14:25:00+00:00,1,0.998612,215.00,1
AAPL,5,2018-12-10T14:30:00+00:00,7,6.988206,328.29,6
AAPL,5,2018-12-10T14:35:00+00:00,2,1.997226,177.00,2
AAPL,5,2018-12-10T14:40:00+00:00,1,0.997226,41.00,1
AAPL,5,2018-12-10T14:55:00+00:00,1,0.997919,41.00,1
AAPL,5,2018-12-10T15:00:00+00:00,4,3.999306,184.50,2
AAPL,5,2018-12-10T15:05:00+00:00,3,3.000000,486.67,3
AAPL,5,2018-12-10T15:10:00+00:00,2,1.995838,921.50,2
AAPL,5,2018-12-10T15:15:00+00:00,1,0.998612,582.00,1
AAPL,5,2018-12-10T15:20:00+00:00,3,2.991678,286.33,3
AAPL,5,2018-12-10T15:30:00+00:00,5,4.992370,720.80,5
AAPL,5,2018-12-10T15:35:00+00:00,3,2.995145,467.33,3
AAPL,5,2018-12-10T15:40:00+00:00,4,3.993062,622.00,3
AAPL,5,2018-12-10T15:45:00+00:00,3,2.995838,302.33,3
AAPL,5,2018-12-10T16:05:00+00:00,3,2.996532,173.00,2
AAPL,5,2018-12-10T16:10:00+00:00,2,1.997224,700.50,1
AAPL,5,2018-12-10T16:15:00+00:00,2,1.997226,599.00,2
AAPL,5,2018-12-10T16:20:00+00:00,3,2.996530,588.00,2
AAPL,5,2018-12-10T16:30:00+00:00,3,2.997226,678.67,3
AAPL,5,2018-12-10T16:35:00+00:00,1,0.997226,33.00,1
AAPL,5,2018-12-10T16:40:00+00:00,1,0.997226,312.00,1
AAPL,5,2018-12-10T16:45:00+00:00,1,0.998612,143.00,1
AAPL,5,2018-12-10T16:50:00+00:00,6,5.995838,751.33,3
AAPL,5,2018-12-10T16:55:00+00:00,1,0.997226,55.00,1
AAPL,5,2018-12-10T17:00:00+00:00,2,1.994452,926.50,2
AAPL,5,2018-12-10T17:05:00+00:00,3,2.995145,192.67,3
AAPL,5,2018-12-10T17:10:00+00:00,1,0.998612,489.00,1
AAPL,5,2018-12-10T17:20:00+00:00,2,1.996531,228.00,2
AAPL,5,2018-12-10T17:25:00+00:00,2,1.997224,616.50,1
AAPL,5,2018-12-10T17:30:00+00:00,6,6.000000,931.00,4
AAPL,5,2018-12-10T17:35:00+00:00,1,0.998612,240.00,1
AAPL,5,2018-12-10T17:55:00+00:00,3,2.995838,484.00,2
AAPL,5,2018-12-10T18:10:00+00:00,1,0.999306,588.00,1
AAPL,5,2018-12-10T18:15:00+00:00,2,1.997918,688.00,2
AAPL,5,2018-12-10T18:20:00+00:00,2,1.997918,595.00,2
AAPL,5,2018-12-10T18:30:00+00:00,5,4.991678,629.00,5
AAPL,5,2018-12-10T18:35:00+00:00,4,3.993062,754.25,4
AAPL,5,2018-12-10T18:45:00+00:00,1,1.000000,1161.00,1
AAPL,5,2018-12-10T18:50:00+00:00,2,1.998612,814.00,1
AAPL,5,2018-12-10T18:55:00+00:00,1,0.997226,507.00,1
AAPL,5,2018-12-10T19:00:00+00:00,2,1.994452,691.00,1
AAPL,5,2018-12-10T19:10:00+00:00,2,1.994452,5522.50,2
AAPL,5,2018-12-10T19:15:00+00:00,2,1.997226,329.50,2
AAPL,5,2018-12-10T19:25:00+00:00,1,0.997226,639.00,1
AAPL,5,2018-12-10T19:30:00+00:00,2,1.994452,246.00,1
AAPL,5,2018-12-10T19:35:00+00:00,1,0.997226,109.00,1
AAPL,5,2018-12-10T19:45:00+00:00,1,0.997919,138.00,1
AAPL,5,2018-12-10T19:55:00+00:00,1,0.997226,814.00,1
AAPL,5,2018-12-10T20:00:00+00:00,5,4.986130,736.40,2
AAPL,5,2018-12-10T20:05:00+00:00,1,0.997226,269.00,1
AAPL,5,2018-12-10T20:15:00+00:00,3,2.993758,909.33,3
AAPL,5,2018-12-10T20:25:00+00:00,2,1.999306,1356.50,2
AAPL,5,2018-12-10T20:35:00+00:00,1,0.997226,113.00,1
AAPL,5,2018-12-10T20:45:00+00:00,1,0.998612,1031.00,1
AAPL,5,2018-12-10T20:50:00+00:00,1,0.998612,529.00,1
AAPL,5,2018-12-10T21:05:00+00:00,1,0.997226,466.00,1
AAPL,5,2018-12-10T21:10:00+00:00,1,1.000000,277.00,1
AAPL,5,2018-12-10T21:15:00+00:00,1,0.998612,459.00,1
AAPL,5,2018-12-10T21:20:00+00:00,2,1.997919,400.50,2
AAPL,5,2018-12-10T21:30:00+00:00,1,0.997919,1622.00,1
AAPL,5,2018-12-10T21:35:00+00:00,1,0.997226,871.00,1
AAPL,5,2018-12-10T21:40:00+00:00,1,0.998612,368.00,1
AAPL,5,2018-12-10T21:55:00+00:00,1,1.000000,258.00,1
AAPL,5,2018-12-11T13:30:00+00:00,221,144.377002,697.30,79
AAPL,5,2018-12-11T13:35:00+00:00,3,2.997917,749.67,1
AAPL,5,2018-12-11T13:45:00+00:00,4,3.994450,699.50,3
AAPL,5,2018-12-11T13:50:00+00:00,2,1.994452,3387.00,2
AAPL,5,2018-12-11T13:55:00+00:00,2,1.997224,122.00,2
AAPL,5,2018-12-11T14:00:00+00:00,3,2.996531,1111.00,3
AAPL,5,2018-12-11T14:05:00+00:00,1,0.998612,638.00,1
AAPL,5,2018-12-11T14:15:00+00:00,2,1.997918,782.50,2
AAPL,5,2018-12-11T14:20:00+00:00,3,3.000000,926.67,2
AAPL,5,2018-12-11T14:25:00+00:00,7,6.992366,699.86,7
AAPL,5,2018-12-11T14:30:00+00:00,2,1.996531,632.00,2
AAPL,5,2018-12-11T14:35:00+00:00,2,1.996532,556.00,2
AAPL,5,2018-12-11T14:40:00+00:00,1,0.997919,112.00,1
AAPL,5,2018-12-11T14:45:00+00:00,1,0.999306,760.00,1
AAPL,5,2018-12-11T14:50:00+00:00,3,2.994450,909.00,2
AAPL,5,2018-12-11T14:55:00+00:00,1,0.999306,999.00,1
AAPL,5,2018-12-11T15:05:00+00:00,3,2.993064,358.67,2
AAPL,5,2018-12-11T15:10:00+00:00,2,1.996532,1658.00,2
AAPL,5,2018-12-11T15:20:00+00:00,4,3.996530,140.75,3
AAPL,5,2018-12-11T15:25:00+00:00,1,0.997919,756.00,1
AAPL,5,2018-12-11T15:30:00+00:00,2,1.995838,583.50,2
AAPL,5,2018-12-11T15:40:00+00:00,2,1.994452,1762.00,1
AAPL,5,2018-12-11T15:45:00+00:00,2,1.997226,1516.50,2
AAPL,5,2018-12-11T16:10:00+00:00,1,1.000000,859.00,1
AAPL,5,2018-12-11T16:15:00+00:00,1,0.997919,807.00,1
AAPL,5,2018-12-11T16:25:00+00:00,2,1.994452,203.00,1
AAPL,5,2018-12-11T16:30:00+00:00,1,0.999306,1137.00,1
AAPL,5,2018-12-11T16:35:00+00:00,3,2.994452,189.33,3
AAPL,5,2018-12-11T16:50:00+00:00,1,0.999306,251.00,1
AAPL,5,2018-12-11T17:00:00+00:00,1,1.000000,357.00,1
