ticker,interval_minutes,date,time,timestamp_utc,open,high,low,close,volume,price_range,return_pct,sma_5,sma_10,sma_20,ema_10,volatility_10,rsi_14,target_up_next_bar,split
AAPL,1440,2014-06-30,00:00:00,2014-06-30T00:00:00+00:00,93.159000,94.194000,93.028000,93.460000,2799,1.166000,,,,,93.460000,,,1,train
AAPL,1440,2014-07-01,00:00:00,2014-07-01T00:00:00+00:00,93.973000,94.546000,93.611000,93.993000,4787,0.935000,0.570297,,,,93.556909,,,0,train
AAPL,1440,2014-07-02,00:00:00,2014-07-02T00:00:00+00:00,94.344000,94.515000,93.540000,93.902000,4476,0.975000,-0.096816,,,,93.619653,0.471720,,1,train
AAPL,1440,2014-07-03,00:00:00,2014-07-03T00:00:00+00:00,94.113000,94.545000,93.661000,94.495000,3454,0.884000,0.631509,,,,93.778807,0.403989,,1,train
AAPL,1440,2014-07-07,00:00:00,2014-07-07T00:00:00+00:00,94.936000,96.423000,94.936000,96.403000,4638,1.487000,2.019154,94.450600,,,94.255933,0.888881,,0,train
AAPL,1440,2014-07-08,00:00:00,2014-07-08T00:00:00+00:00,96.790000,97.242000,94.358000,95.795000,7421,2.884000,-0.630686,94.917600,,,94.535763,0.995577,,1,train
AAPL,1440,2014-07-09,00:00:00,2014-07-09T00:00:00+00:00,95.905000,96.388000,95.202000,95.835000,6276,1.186000,0.041756,95.286000,,,94.771988,0.909801,,0,train
AAPL,1440,2014-07-10,00:00:00,2014-07-10T00:00:00+00:00,94.017000,95.986000,93.956000,95.473000,5562,2.030000,-0.377733,95.600200,,,94.899445,0.883896,,1,train
AAPL,1440,2014-07-11,00:00:00,2014-07-11T00:00:00+00:00,95.725000,96.327000,95.303000,95.644000,4852,1.024000,0.179108,95.830000,,,95.034819,0.819600,,1,train
AAPL,1440,2014-07-14,00:00:00,2014-07-14T00:00:00+00:00,96.145000,97.300000,96.064000,96.868000,4046,1.236000,1.279746,95.923000,95.186800,,95.368124,0.834365,,0,train
AAPL,1440,2014-07-15,00:00:00,2014-07-15T00:00:00+00:00,97.240000,97.260000,95.432000,95.723000,5384,1.828000,-1.182021,95.908600,95.413100,,95.432647,0.932559,,0,train
AAPL,1440,2014-07-16,00:00:00,2014-07-16T00:00:00+00:00,97.450000,97.450000,95.140000,95.150000,4791,2.310000,-0.598602,95.771600,95.528800,,95.381257,0.959893,,0,train
AAPL,1440,2014-07-17,00:00:00,2014-07-17T00:00:00+00:00,95.416000,95.667000,92.956000,93.458000,7639,2.711000,-1.778245,95.368600,95.484400,,95.031574,1.134713,,1,train
AAPL,1440,2014-07-18,00:00:00,2014-07-18T00:00:00+00:00,93.935000,95.119000,93.402000,94.828000,5756,1.717000,1.465899,95.205400,95.517700,,94.994560,1.217375,,0,train
AAPL,1440,2014-07-21,00:00:00,2014-07-21T00:00:00+00:00,94.642000,94.863000,94.090000,94.301000,4238,0.773000,-0.555743,94.692000,95.307500,,94.868458,1.006773,53.880225,1,train
AAPL,1440,2014-07-22,00:00:00,2014-07-22T00:00:00+00:00,95.028000,95.249000,94.486000,95.038000,4560,0.763000,0.781540,94.555000,95.231800,,94.899284,1.040567,54.732361,1,train
AAPL,1440,2014-07-23,00:00:00,2014-07-23T00:00:00+00:00,95.640000,98.251000,95.540000,97.588000,7359,2.711000,2.683137,95.042600,95.407100,,95.388142,1.359657,63.651852,0,train
AAPL,1440,2014-07-24,00:00:00,2014-07-24T00:00:00+00:00,97.507000,97.658000,96.784000,97.346000,5039,0.874000,-0.247981,95.820200,95.594400,,95.744116,1.354249,60.841129,1,train
AAPL,1440,2014-07-25,00:00:00,2014-07-25T00:00:00+00:00,97.190000,98.194000,97.010000,98.034000,6303,1.184000,0.706757,96.461400,95.833400,,96.160458,1.363476,56.836281,1,train
AAPL,1440,2014-07-28,00:00:00,2014-07-28T00:00:00+00:00,98.258000,99.573000,97.897000,99.362000,5950,1.676000,1.354632,97.473600,96.082800,95.634800,96.742557,1.369917,64.099929,0,train
AAPL,1440,2014-07-29,00:00:00,2014-07-29T00:00:00+00:00,99.573000,99.753000,98.599000,98.750000,5110,1.154000,-0.615930,98.216000,96.385500,95.899300,97.107547,1.314133,61.024128,0,train
AAPL,1440,2014-07-30,00:00:00,2014-07-30T00:00:00+00:00,98.795000,99.035000,98.012000,98.473000,5714,1.023000,-0.280506,98.393000,96.717800,96.123300,97.355811,1.293121,61.419001,0,train
AAPL,1440,2014-07-31,00:00:00,2014-07-31T00:00:00+00:00,97.334000,97.766000,95.648000,95.919000,9117,2.118000,-2.593604,98.107600,96.963900,96.224150,97.094572,1.457569,50.886011,1,train
AAPL,1440,2014-08-01,00:00:00,2014-08-01T00:00:00+00:00,95.357000,96.943000,95.136000,96.461000,8075,1.807000,0.565060,97.793000,97.127200,96.322450,96.979377,1.402220,48.628429,0,train
AAPL,1440,2014-08-04,00:00:00,2014-08-04T00:00:00+00:00,96.610000,96.871000,95.477000,95.888000,7428,1.394000,-0.594022,97.098200,97.285900,96.296700,96.780945,1.404501,50.578339,0,train
AAPL,1440,2014-08-05,00:00:00,2014-08-05T00:00:00+00:00,95.732000,95.973000,94.679000,95.431000,8515,1.294000,-0.476598,96.434400,97.325200,96.278500,96.535501,1.400567,50.993003,0,train
AAPL,1440,2014-08-06,00:00:00,2014-08-06T00:00:00+00:00,95.100000,95.772000,95.009000,95.240000,7145,0.763000,-0.200145,95.787800,97.090400,96.248750,96.299955,1.051595,57.044592,0,train
AAPL,1440,2014-08-07,00:00:00,2014-08-07T00:00:00+00:00,95.200000,96.223000,94.388000,94.709000,7895,1.835000,-0.557539,95.545800,96.826700,96.210550,96.010691,1.056459,49.496147,1,train
AAPL,1440,2014-08-08,00:00:00,2014-08-08T00:00:00+00:00,94.628000,95.090000,93.585000,95.019000,7206,1.505000,0.327318,95.257400,96.525200,96.179300,95.830383,1.023822,53.096963,1,train
AAPL,1440,2014-08-11,00:00:00,2014-08-11T00:00:00+00:00,95.515000,96.337000,95.093000,96.217000,4256,1.244000,1.260800,95.323200,96.210700,96.146750,95.900677,1.007195,54.890899,1,train
AAPL,1440,2014-08-12,00:00:00,2014-08-12T00:00:00+00:00,96.462000,97.134000,95.870000,96.251000,5142,1.264000,0.035337,95.487200,95.960800,96.173150,95.964372,1.006739,42.990458,1,train
AAPL,1440,2014-08-13,00:00:00,2014-08-13T00:00:00+00:00,96.447000,97.469000,96.286000,97.459000,3591,1.183000,1.255052,95.931000,95.859400,96.288600,96.236123,1.113275,50.537942,1,train
AAPL,1440,2014-08-14,00:00:00,2014-08-14T00:00:00+00:00,97.644000,97.785000,97.043000,97.696000,5540,0.742000,0.243179,96.528400,96.037100,96.500500,96.501555,0.686142,48.318743,1,train
AAPL,1440,2014-08-15,00:00:00,2014-08-15T00:00:00+00:00,98.081000,98.382000,97.049000,98.171000,13185,1.333000,0.486202,97.158800,96.208100,96.667650,96.805090,0.681739,43.526470,1,train
AAPL,1440,2014-08-18,00:00:00,2014-08-18T00:00:00+00:00,98.586000,99.548000,98.155000,99.337000,9553,1.393000,1.187723,97.782800,96.553000,96.919450,97.265438,0.690340,53.009330,1,train
AAPL,1440,2014-08-19,00:00:00,2014-08-19T00:00:00+00:00,99.592000,100.845000,99.492000,100.724000,10248,1.353000,1.396257,98.677400,97.082300,97.203750,97.894267,0.693364,60.360858,1,train
AAPL,1440,2014-08-20,00:00:00,2014-08-20T00:00:00+00:00,100.629000,101.260000,100.118000,100.739000,9557,1.142000,0.014892,99.333400,97.632200,97.361300,98.411491,0.670705,78.952427,1,train
AAPL,1440,2014-08-21,00:00:00,2014-08-21T00:00:00+00:00,100.723000,101.104000,100.282000,100.753000,7290,0.822000,0.013897,99.944800,98.236600,97.531650,98.837220,0.583063,77.526937,1,train
AAPL,1440,2014-08-22,00:00:00,2014-08-22T00:00:00+00:00,100.417000,101.629000,100.347000,101.479000,11667,1.282000,0.720574,100.606400,98.882600,97.703900,99.317544,0.574169,85.167946,1,train
AAPL,1440,2014-08-25,00:00:00,2014-08-25T00:00:00+00:00,101.923000,102.313000,101.432000,101.692000,7156,0.881000,0.209896,101.077400,99.430100,97.820400,99.749263,0.547839,90.629461,0,train
AAPL,1440,2014-08-26,00:00:00,2014-08-26T00:00:00+00:00,101.597000,101.647000,101.016000,101.036000,8861,0.631000,-0.645085,101.139800,99.908600,97.934700,99.983215,0.652071,85.471236,1,train
AAPL,1440,2014-08-27,00:00:00,2014-08-27T00:00:00+00:00,101.090000,102.702000,100.830000,102.262000,11957,1.872000,1.213429,101.444400,100.388900,98.124150,100.397540,0.646744,92.600113,1,train
AAPL,1440,2014-08-28,00:00:00,2014-08-28T00:00:00+00:00,101.876000,102.907000,101.846000,102.386000,16908,1.061000,0.121257,101.771000,100.857900,98.447500,100.759078,0.652910,92.441526,1,train
AAPL,1440,2014-08-29,00:00:00,2014-08-29T00:00:00+00:00,102.961000,103.021000,102.321000,102.631000,7552,0.700000,0.239291,102.001400,101.303900,98.756000,101.099427,0.656965,91.509190,1,train
AAPL,1440,2014-09-02,00:00:00,2014-09-02T00:00:00+00:00,103.149000,103.839000,102.828000,103.399000,14468,1.011000,0.748312,102.342800,101.710100,99.131550,101.517532,0.615307,92.245863,0,train
AAPL,1440,2014-09-03,00:00:00,2014-09-03T00:00:00+00:00,103.193000,103.193000,98.689000,99.029000,39753,4.504000,-4.226346,101.941400,101.540600,99.311450,101.065071,1.516334,56.754431,0,train
AAPL,1440,2014-09-04,00:00:00,2014-09-04T00:00:00+00:00,99.043000,100.165000,97.882000,98.203000,27423,2.283000,-0.834099,101.129600,101.287000,99.459600,100.544695,1.529229,52.075997,1,train
